target_id,target_name,target_type,target_ra,target_dec,target_date,target_mag,target_filter,matched_file,matched_date,matched_ra,matched_dec,matched_tile,sep_arcsec,time_delta
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT09/m775/calib_7DT09_T01701_20250711_020229_m775_100.fits,2025-07-11 02:02:29,281.74,-66.227,T01701,443.02491001044257,-2.5182421296296296
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT09/m775/calib_7DT09_T01701_20250711_020044_m775_100.fits,2025-07-11 02:00:44,281.739,-66.227,T01701,443.8749981782755,-2.5194574074074074
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT09/m775/calib_7DT09_T01701_20250711_015859_m775_100.fits,2025-07-11 01:58:59,281.739,-66.227,T01701,443.8749981782755,-2.520672685185185
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT09/m750/calib_7DT09_T01701_20250711_015347_m750_100.fits,2025-07-11 01:53:47,281.736,-66.227,T01701,446.44374283523337,-2.5242837962962965
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT09/m750/calib_7DT09_T01701_20250711_015532_m750_100.fits,2025-07-11 01:55:32,281.737,-66.227,T01701,445.5844323149016,-2.5230685185185187
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT09/m750/calib_7DT09_T01701_20250711_015202_m750_100.fits,2025-07-11 01:52:02,281.735,-66.227,T01701,447.3060921458001,-2.525499074074074
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT10/m825/calib_7DT10_T01701_20250711_015924_m825_100.fits,2025-07-11 01:59:24,281.731,-66.229,T01701,445.06573675689367,-2.520383333333333
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT10/m825/calib_7DT10_T01701_20250711_020112_m825_100.fits,2025-07-11 02:01:12,281.731,-66.229,T01701,445.06573675689367,-2.519133333333333
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT10/m825/calib_7DT10_T01701_20250711_020259_m825_100.fits,2025-07-11 02:02:59,281.731,-66.229,T01701,445.06573675689367,-2.5178949074074075
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT10/m800/calib_7DT10_T01701_20250711_015210_m800_100.fits,2025-07-11 01:52:10,281.731,-66.23,T01701,442.2220585801086,-2.525406481481481
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT10/m800/calib_7DT10_T01701_20250711_015357_m800_100.fits,2025-07-11 01:53:57,281.731,-66.23,T01701,442.2220585801086,-2.5241680555555557
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT10/m800/calib_7DT10_T01701_20250711_015545_m800_100.fits,2025-07-11 01:55:45,281.732,-66.23,T01701,441.33086991658286,-2.5229180555555555
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT14/m600/calib_7DT14_T01701_20250711_015548_m600_100.fits,2025-07-11 01:55:48,281.722,-66.227,T01701,458.78528401182564,-2.522883333333333
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT14/m600/calib_7DT14_T01701_20250711_015212_m600_100.fits,2025-07-11 01:52:12,281.721,-66.227,T01701,459.68836876821047,-2.5253833333333335
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT14/m600/calib_7DT14_T01701_20250711_015400_m600_100.fits,2025-07-11 01:54:00,281.721,-66.227,T01701,459.68836876821047,-2.5241333333333333
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT14/m500/calib_7DT14_T01701_20250711_020313_m500_100.fits,2025-07-11 02:03:13,281.725,-66.226,T01701,458.93555315394025,-2.5177328703703705
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT14/m500/calib_7DT14_T01701_20250711_015937_m500_100.fits,2025-07-11 01:59:37,281.724,-66.226,T01701,459.8246924755386,-2.52023287037037
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT14/m500/calib_7DT14_T01701_20250711_020125_m500_100.fits,2025-07-11 02:01:25,281.724,-66.226,T01701,459.8246924755386,-2.5189828703703703
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT06/m575/calib_7DT06_T01701_20250711_020120_m575_100.fits,2025-07-11 02:01:20,281.73,-66.221,T01701,469.0349737705309,-2.5190407407407407
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT06/m575/calib_7DT06_T01701_20250711_020307_m575_100.fits,2025-07-11 02:03:07,281.73,-66.221,T01701,469.0349737705309,-2.5178023148148148
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT06/m575/calib_7DT06_T01701_20250711_015933_m575_100.fits,2025-07-11 01:59:33,281.73,-66.221,T01701,469.0349737705309,-2.5202791666666666
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT06/m550/calib_7DT06_T01701_20250711_015359_m550_100.fits,2025-07-11 01:53:59,281.73,-66.222,T01701,466.11506564765835,-2.524144907407407
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT06/m550/calib_7DT06_T01701_20250711_015212_m550_100.fits,2025-07-11 01:52:12,281.729,-66.222,T01701,466.9682096687432,-2.5253833333333335
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT06/m550/calib_7DT06_T01701_20250711_015546_m550_100.fits,2025-07-11 01:55:46,281.73,-66.221,T01701,469.0349737705309,-2.5229064814814817
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT12/m850/calib_7DT12_T01701_20250711_015154_m850_100.fits,2025-07-11 01:51:54,281.739,-66.234,T01701,423.7287370170119,-2.5255916666666667
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT12/m850/calib_7DT12_T01701_20250711_015340_m850_100.fits,2025-07-11 01:53:40,281.74,-66.233,T01701,425.68945806019474,-2.5243648148148146
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT12/m850/calib_7DT12_T01701_20250711_015525_m850_100.fits,2025-07-11 01:55:25,281.741,-66.233,T01701,424.80812755243466,-2.5231495370370367
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT12/m875/calib_7DT12_T01701_20250711_020223_m875_100.fits,2025-07-11 02:02:23,281.743,-66.233,T01701,423.0548302323233,-2.518311574074074
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT12/m875/calib_7DT12_T01701_20250711_015853_m875_100.fits,2025-07-11 01:58:53,281.742,-66.233,T01701,423.9299118104541,-2.5207421296296295
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT12/m875/calib_7DT12_T01701_20250711_020038_m875_100.fits,2025-07-11 02:00:38,281.742,-66.233,T01701,423.9299118104541,-2.5195268518518517
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT11/m425/calib_7DT11_T01701_20250711_020228_m425_100.fits,2025-07-11 02:02:28,281.734,-66.758,T01701,1575.0912300246566,-2.5182537037037034
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT11/m425/calib_7DT11_T01701_20250711_020043_m425_100.fits,2025-07-11 02:00:43,281.734,-66.758,T01701,1575.0912300246566,-2.5194689814814812
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT11/m425/calib_7DT11_T01701_20250711_015857_m425_100.fits,2025-07-11 01:58:57,281.733,-66.758,T01701,1575.3333233125406,-2.5206958333333334
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT11/m625/calib_7DT11_T01701_20250711_015346_m625_100.fits,2025-07-11 01:53:46,281.732,-66.759,T01701,1579.1233091589995,-2.5242953703703703
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT11/m625/calib_7DT11_T01701_20250711_015531_m625_100.fits,2025-07-11 01:55:31,281.733,-66.758,T01701,1575.3333233125406,-2.5230800925925925
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT11/m625/calib_7DT11_T01701_20250711_015201_m625_100.fits,2025-07-11 01:52:01,281.732,-66.759,T01701,1579.1233091589995,-2.525510648148148
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT16/g/calib_7DT16_T01701_20250711_015348_g_100.fits,2025-07-11 01:53:48,281.732,-66.227,T01701,449.9111977748287,-2.5242722222222223
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT16/g/calib_7DT16_T01701_20250711_015533_g_100.fits,2025-07-11 01:55:33,281.732,-66.227,T01701,449.9111977748287,-2.5230569444444444
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT16/g/calib_7DT16_T01701_20250711_015203_g_100.fits,2025-07-11 01:52:03,281.731,-66.227,T01701,450.78552757396784,-2.5254875
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT16/z/calib_7DT16_T01701_20250711_015903_z_100.fits,2025-07-11 01:59:03,281.733,-66.226,T01701,451.92658020287246,-2.5206263888888887
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT16/z/calib_7DT16_T01701_20250711_020048_z_100.fits,2025-07-11 02:00:48,281.733,-66.226,T01701,451.92658020287246,-2.519411111111111
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT16/z/calib_7DT16_T01701_20250711_020233_z_100.fits,2025-07-11 02:02:33,281.733,-66.226,T01701,451.92658020287246,-2.5181958333333334
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT08/m700/calib_7DT08_T01701_20250711_015151_m700_100.fits,2025-07-11 01:51:51,281.724,-66.23,T01701,448.54173897981167,-2.5256263888888886
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT08/m700/calib_7DT08_T01701_20250711_015522_m700_100.fits,2025-07-11 01:55:22,281.725,-66.23,T01701,447.6303332499917,-2.5231842592592595
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT08/m700/calib_7DT08_T01701_20250711_015336_m700_100.fits,2025-07-11 01:53:36,281.724,-66.23,T01701,448.54173897981167,-2.524411111111111
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT08/m725/calib_7DT08_T01701_20250711_020032_m725_100.fits,2025-07-11 02:00:32,281.726,-66.229,T01701,449.5371544516759,-2.5195962962962963
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT08/m725/calib_7DT08_T01701_20250711_015847_m725_100.fits,2025-07-11 01:58:47,281.726,-66.229,T01701,449.5371544516759,-2.520811574074074
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT08/m725/calib_7DT08_T01701_20250711_020217_m725_100.fits,2025-07-11 02:02:17,281.726,-66.229,T01701,449.5371544516759,-2.5183810185185185
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT13/m875/calib_7DT13_T01701_20250711_015527_m875_100.fits,2025-07-11 01:55:27,281.729,-66.226,T01701,455.40770056354,-2.523126388888889
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT13/m875/calib_7DT13_T01701_20250711_015342_m875_100.fits,2025-07-11 01:53:42,281.728,-66.226,T01701,456.28532466178746,-2.5243416666666665
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT13/m875/calib_7DT13_T01701_20250711_015157_m875_100.fits,2025-07-11 01:51:57,281.728,-66.226,T01701,456.28532466178746,-2.5255569444444443
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT13/m400/calib_7DT13_T01701_20250711_020039_m400_100.fits,2025-07-11 02:00:39,281.73,-66.226,T01701,454.5329971376904,-2.519515277777778
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT13/m400/calib_7DT13_T01701_20250711_015854_m400_100.fits,2025-07-11 01:58:54,281.73,-66.226,T01701,454.5329971376904,-2.5207305555555553
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT13/m400/calib_7DT13_T01701_20250711_020224_m400_100.fits,2025-07-11 02:02:24,281.731,-66.226,T01701,453.6612312786033,-2.5183
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT03/m450/calib_7DT03_T01701_20250711_015339_m450_100.fits,2025-07-11 01:53:39,281.695,-66.222,T01701,497.61620743785,-2.524376388888889
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT03/m450/calib_7DT03_T01701_20250711_015524_m450_100.fits,2025-07-11 01:55:24,281.696,-66.222,T01701,496.67209020977367,-2.523161111111111
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT03/m450/calib_7DT03_T01701_20250711_015153_m450_100.fits,2025-07-11 01:51:53,281.695,-66.223,T01701,494.8899420754607,-2.525603240740741
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT03/m475/calib_7DT03_T01701_20250711_020037_m475_100.fits,2025-07-11 02:00:37,281.702,-66.221,T01701,493.8323956359339,-2.519538425925926
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT03/m475/calib_7DT03_T01701_20250711_020222_m475_100.fits,2025-07-11 02:02:22,281.702,-66.221,T01701,493.8323956359339,-2.518323148148148
183966,AT 2025ray,,18:47:40.610,-66:19:36.23,2025-07-13 14:28:45.120,18.63,L-GOTO,/lyman/data1/processed_1x1_gain2750/T01701/7DT03/m475/calib_7DT03_T01701_20250711_015852_m475_100.fits,2025-07-11 01:58:52,281.701,-66.221,T01701,494.7565247647376,-2.5207537037037038
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT01/i/calib_7DT01_T03209_20250709_023038_i_100.fits,2025-07-09 02:30:38,306.672,-56.828,T03209,1776.166318588363,0.4780664814814815
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT01/i/calib_7DT01_T03209_20250709_023227_i_100.fits,2025-07-09 02:32:27,306.672,-56.828,T03209,1776.166318588363,0.47932805555555563
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT01/i/calib_7DT01_T03209_20250709_023415_i_100.fits,2025-07-09 02:34:15,306.672,-56.828,T03209,1776.166318588363,0.4805780555555556
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT01/r/calib_7DT01_T03209_20250709_022505_r_100.fits,2025-07-09 02:25:05,306.672,-56.828,T03209,1776.166318588363,0.4742123148148149
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT01/r/calib_7DT01_T03209_20250709_022653_r_100.fits,2025-07-09 02:26:53,306.672,-56.828,T03209,1776.166318588363,0.4754623148148149
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT01/r/calib_7DT01_T03209_20250709_022317_r_100.fits,2025-07-09 02:23:17,306.672,-56.828,T03209,1776.166318588363,0.4729623148148148
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT07/m525/calib_7DT07_T03209_20250709_023336_m525_100.fits,2025-07-09 02:33:36,306.575,-56.881,T03209,1585.2141003458746,0.48012666666666676
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT07/m525/calib_7DT07_T03209_20250709_023151_m525_100.fits,2025-07-09 02:31:51,306.575,-56.88,T03209,1588.80826942855,0.47891138888888896
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT07/m525/calib_7DT07_T03209_20250709_023006_m525_100.fits,2025-07-09 02:30:06,306.575,-56.88,T03209,1588.80826942855,0.47769611111111115
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT07/m650/calib_7DT07_T03209_20250709_022637_m650_100.fits,2025-07-09 02:26:37,306.574,-56.88,T03209,1588.9212510027546,0.47527712962962965
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT07/m650/calib_7DT07_T03209_20250709_022306_m650_100.fits,2025-07-09 02:23:06,306.574,-56.881,T03209,1585.3273350314598,0.47283500000000006
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT07/m650/calib_7DT07_T03209_20250709_022452_m650_100.fits,2025-07-09 02:24:52,306.574,-56.881,T03209,1585.3273350314598,0.47406185185185185
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT09/m775/calib_7DT09_T03209_20250709_023149_m775_100.fits,2025-07-09 02:31:49,306.577,-56.888,T03209,1559.832918149763,0.4788882407407408
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT09/m775/calib_7DT09_T03209_20250709_023003_m775_100.fits,2025-07-09 02:30:03,306.577,-56.888,T03209,1559.832918149763,0.4776613888888889
183669,SN 2025qpo,SN Ia,20:26:29.148,-57:19:14.21,2025-07-08 15:02:13.056,18.16,L-GOTO,/lyman/data1/processed_1x1_gain2750/T03209/7DT09/m775/calib_7DT09_T03209_20250709_023334_m775_100.fits,2025-07-09 02:33:34,306.577,-56.888,T03209,1559.832918149763,0.48010351851851857
