"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"140352","AT 2023xrd","12:56:38.383","+21:39:36.19","","","","","ZTF","ZTF","","ZTF","ZTF23abqvxfp","P48 - ZTF-Cam","","1","1","","19.7433","r-ZTF","2023-11-12 12:49:07.104","ZTF_CLU_PUBLIC","","","2023TNSTR2947....1D","","",""
"125356","AT 2023cqt","12:56:47.063","+21:39:45.84","Nova","0.001","","","ATLAS, SGLF","ATLAS, SGLF","LiONS","ATLAS, SGLF","ATLAS23ddk","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, LCO1m - Sinistro","Lijiang-2.4m - YFOSC","1","1","","18.803","orange-ATLAS","2023-03-01 00:02:19.968","ATLAS_Bot1","","","2023TNSTR.459....1T","2023TNSCR.473....1L","",""
"101844","AT 2022dun","12:56:48.151","+21:38:52.14","","","","","YSE","Pan-STARRS","","Pan-STARRS, YSE","PS22bst","PS2 - GPC2","","1","1","","20.49","g-P1","2022-02-26 12:08:43.584","YSE_Bot1","","","2022TNSTR.580....1J","","",""
"86987","AT 2021ray","12:56:54.312","+21:40:55.24","","","","","ZTF, ATLAS","ZTF, ATLAS","","ATLAS, ZTF","ZTF21abidhcz","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","20.359","g-ZTF","2021-06-26 04:44:03.264","ZTF_CLU_PUBLIC","","","2021TNSTR2225....1D","","",""
"86936","AT 2021qyz","12:56:38.617","+21:41:47.67","","","","","ZTF, ATLAS","ZTF, ATLAS","","ATLAS, ZTF","ZTF21abhymwh","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","18.69","g-ZTF","2021-06-26 04:43:40.800","ZTF_Bot1","","","2021TNSTR2210....1F","","",""
"77486","AT 2021dhg","12:56:47.701","+21:38:52.75","Nova","0.001361","MESSIER 064","0.001361","ALeRCE","ZTF","None","ZTF","ZTF21aalcrjh","P48 - ZTF-Cam","CMO-2.5m - TDS","1","1","","20.1085","r-ZTF","2021-02-15 09:38:42.000","ALeRCE","","","2021TNSTR.513....1F","2021TNSCR.566....1A","",""
"47585","AT 2019txw","12:56:28.930","+21:42:07.51","","","","","ZTF","ZTF","","ZTF","ZTF19aawgqot","P48 - ZTF-Cam","","1","1","","20.0917","r-ZTF","2019-06-02 04:56:03.000","ZTF_CLU_PUBLIC","","","2019TNSTR2251....1D","","",""
"32508","AT 2018kkt","12:56:46.737","+21:40:55.90","","0.001","","","ZTF","ZTF","None","ZTF","ZTF18acvgxtb","P48 - ZTF-Cam","Lick-3m - KAST","1","1","","19.35","r-ZTF","2018-12-19 13:06:40.000","ZTF_AMPEL_NEW","","","2018TNSTR2070....1N","2019TNSCR..28....1F","",""
